id_cliente,nombre,edad,fecha_registro,ultimo_login,pais,ciudad,nro_compras,total_gastado,metodo_pago_preferido,dispositivo,compro_en_campania_pasada
2802,María,58,2018-08-15,2021-04-29,Perú,,9,177.18,paypal,Móvil,1
2803,desconocido,39,2020-09-12,2022-11-13,México,Bogotá,6,140.62,Tarjeta,,0
2804,María,17,2017-01-21,2017-07-09,Colombia,Medellín,0,209.6,Tarjeta,móvil,0
2805,,17,2015-02-18,2020-05-21,mexico,medellin,4,41.51,efectivo,,0
2806,Carlos,50,2016-10-19,2019-08-08,Colombia,Bogotá,3,237.99,efectivo,pc,0
2807,Laura,25,2019-07-19,2020-06-20,ARGENTINA,cdmx,4,197.24,Tarjeta,tablet,1
2808,,16,2016-12-01,2019-07-01,Colombia,medellin,5,39.73,,Móvil,1
2809,Laura,47,2017-12-16,2022-03-06,Colombia,medellin,4,119.43,paypal,Pc,1
2810,,29,2020-11-26,2024-06-01,Colombia,Bogotá,5,227.03,paypal,,1
2811,María,46,2019-03-21,2022-12-03,colombia,CDMX,6,463.75,efectivo,,1
2812,Carlos,24,2020-09-02,2020-06-08,ARGENTINA,,4,26.04,Efectivo,tablet,0
2813,Juan,52,2021-03-18,2025-07-09,argentina,cdmx,4,1.76,paypal,pc,0
2814,Pedro,45,2020-06-06,2022-11-26,Colombia,Buenos Aires,7,36.1,Efectivo,Pc,0
2815,Sofía,26,2015-11-11,2019-05-12,Colombia,medellin,7,907.01,tarjeta,tablet,1
2816,Carlos,15,2021-05-30,2025-03-10,México,,0,292.52,paypal,móvil,0
2817,Juan,62,2019-08-28,2024-02-28,mexico,Lima,8,190.57,Efectivo,Pc,0
2818,Ana,32,2017-10-14,2022-08-10,Colombia,Lima,7,28.55,tarjeta,,0
2819,,25,2016-09-29,2016-10-13,argentina,Buenos Aires,2,107.59,tarjeta,pc,1
2820,Ana,51,2021-05-03,2024-10-29,argentina,bogota,12,251.22,efectivo,,1
2821,Juan,46,2020-11-05,2023-03-30,mexico,cdmx,8,452.45,Efectivo,Pc,0
2822,Carlos,49,2021-11-07,2026-03-11,mexico,Lima,5,96.2,efectivo,móvil,1
2823,,33,2019-07-08,2024-12-11,ARGENTINA,Medellín,6,1615.71,,Móvil,0
2824,Sofía,57,2022-09-05,2027-01-08,mexico,Buenos Aires,9,30.1,tarjeta,Móvil,1
2825,María,19,2021-10-14,2021-09-06,,Bogotá,8,97.86,paypal,,1
2826,,28,2019-11-11,2020-12-23,ARGENTINA,Bogotá,5,416.53,paypal,Móvil,0
2827,,39,2020-05-20,2020-08-15,COLOMBIA,Medellín,5,209.92,paypal,móvil,0
2828,Carlos,49,2020-05-17,2020-05-09,Colombia,cdmx,3,333.12,Efectivo,,1
2829,Carlos,42,2019-11-03,2019-07-30,argentina,Lima,11,476.76,Tarjeta,tablet,0
2830,Juan,34,2015-08-30,2021-01-22,COLOMBIA,bogota,3,141.58,,móvil,0
2831,Luis,29,2016-12-02,2016-11-29,Colombia,cdmx,4,53.51,,Pc,1
2832,,49,2017-01-10,2020-04-15,argentina,CDMX,5,236.64,efectivo,tablet,0
2833,Pedro,44,2020-10-14,2025-05-28,argentina,cdmx,6,165.78,Tarjeta,Móvil,0
2834,,24,2021-08-22,2024-12-12,México,Bogotá,4,296.25,Tarjeta,,1
2835,Juan,24,2021-09-01,2023-04-07,ARGENTINA,Lima,4,143.37,tarjeta,móvil,0
2836,Laura,28,2019-12-20,2022-10-17,peru,Buenos Aires,2,333.32,efectivo,pc,0
2837,Ana,26,2017-02-19,2016-12-07,México,Lima,4,464.59,tarjeta,Móvil,0
2838,María,47,2021-03-06,2025-10-12,COLOMBIA,,2,276.93,Tarjeta,pc,1
2839,Luis,40,2015-01-16,2016-11-26,Perú,Bogotá,2,272.25,,,1
2840,Sofía,41,2017-09-12,2021-11-04,ARGENTINA,,5,176.95,tarjeta,tablet,0
2841,Sofía,37,2016-01-02,2018-07-31,mexico,Medellín,3,127.6,tarjeta,Móvil,1
2842,Sofía,37,2022-09-28,2027-05-18,Perú,bogota,3,719.35,Efectivo,,1
2843,Carlos,16,2018-06-06,2020-06-29,COLOMBIA,cdmx,5,207.19,efectivo,móvil,1
2844,Sofía,44,2021-10-23,2026-01-12,Colombia,CDMX,5,366.96,efectivo,pc,0
2845,María,28,2016-11-20,2021-11-26,colombia,medellin,9,999999.0,Tarjeta,móvil,0
2846,Ana,34,2017-11-25,2023-03-05,peru,medellin,6,161.87,paypal,Móvil,0
2847,Sofía,29,2017-04-26,2022-06-26,México,Buenos Aires,11,217.47,tarjeta,móvil,0
2848,,36,2016-02-26,2019-05-10,Colombia,Medellín,10,260.8,efectivo,Móvil,1
2849,,41,2019-07-02,2022-04-09,COLOMBIA,Bogotá,4,118.97,paypal,Pc,1
2850,Carlos,22,2018-04-27,2018-09-13,ARGENTINA,CDMX,4,88.11,efectivo,móvil,0
2851,María,38,2016-08-30,2017-09-23,COLOMBIA,Buenos Aires,6,54.73,,Pc,0
2852,Ana,29,2018-08-31,2021-03-24,Perú,Medellín,3,110.21,Tarjeta,pc,0
2853,Luis,50,2015-01-20,2018-06-11,colombia,bogota,8,47.46,,,1
2854,Juan,21,2016-11-06,2022-02-24,Perú,Bogotá,8,107.83,tarjeta,móvil,1
2855,Ana,22,2016-01-17,2017-08-23,ARGENTINA,medellin,8,415.34,Efectivo,móvil,1
2856,Juan,30,2016-08-31,2021-12-09,argentina,bogota,4,755.06,Tarjeta,pc,1
2857,Laura,23,2020-12-30,2025-02-21,Perú,Buenos Aires,5,172.12,Tarjeta,móvil,1
2858,Juan,32,2015-03-03,2019-09-25,,,3,31.57,Tarjeta,Móvil,0
2859,Pedro,28,2018-06-19,2019-11-13,argentina,Bogotá,2,111.57,paypal,Pc,1
2860,,36,2021-04-04,2021-06-04,mexico,bogota,8,184.3,Tarjeta,tablet,0
2861,María,47,2018-02-28,2019-09-06,Colombia,cdmx,1,92.65,Efectivo,Móvil,0
2862,desconocido,35,2019-06-17,2020-11-18,ARGENTINA,Lima,6,45.92,,tablet,1
2863,Carlos,36,2019-06-15,2022-08-14,COLOMBIA,bogota,9,51.45,tarjeta,pc,0
2864,Pedro,22,2018-02-20,2023-03-17,mexico,Buenos Aires,7,128.46,efectivo,pc,1
2865,Juan,33,2019-01-03,2022-03-03,Perú,,2,48.78,paypal,móvil,1
2866,Sofía,29,2017-07-15,2022-09-02,Colombia,Buenos Aires,3,57.41,Tarjeta,Móvil,0
2867,María,43,,,argentina,,1,412.85,efectivo,,1
2868,Pedro,25,2018-12-13,2020-09-22,,cdmx,3,301.97,,tablet,0
2869,Carlos,24,2019-07-12,2021-03-11,argentina,Lima,7,11.38,Tarjeta,Pc,0
2870,,38,2021-11-07,2026-01-06,México,cdmx,6,77.18,tarjeta,,1
2871,María,58,2015-10-09,2015-08-10,ARGENTINA,Lima,4,151.83,Efectivo,Móvil,1
2872,Carlos,32,2017-06-04,2018-09-06,argentina,Medellín,3,12.5,Efectivo,,0
2873,Laura,37,2017-10-21,2018-10-21,colombia,medellin,2,229.88,,pc,0
2874,Laura,46,2016-12-23,2019-09-19,ARGENTINA,,4,97.05,paypal,Móvil,0
2875,Carlos,41,2019-12-04,2024-05-04,México,Medellín,2,101.23,efectivo,Pc,1
2876,Pedro,41,2018-05-20,2019-06-13,ARGENTINA,bogota,5,61.67,efectivo,Móvil,1
2877,María,33,2015-03-28,2015-04-13,ARGENTINA,Lima,4,81.27,Efectivo,móvil,0
2878,Pedro,34,2016-10-26,2020-11-28,,cdmx,8,395.65,tarjeta,,1
2879,Luis,25,2017-05-11,2017-08-14,,Medellín,7,310.8,paypal,Pc,0
2880,Juan,40,2019-09-19,2021-02-18,COLOMBIA,cdmx,2,549.06,Tarjeta,tablet,1
2881,Luis,40,2020-10-09,2024-07-14,argentina,Lima,2,240.13,,pc,1
2882,Laura,43,2022-10-15,2026-02-03,Perú,cdmx,3,172.49,paypal,Móvil,1
2883,,29,2020-11-12,2020-09-06,Perú,Bogotá,8,60.02,Efectivo,Pc,0
2884,Ana,44,2017-02-24,2020-05-13,,Bogotá,5,219.84,,móvil,0
2885,Juan,48,2019-04-26,2019-12-20,Colombia,,7,473.23,Tarjeta,móvil,1
2886,Laura,20,2019-07-26,2019-10-13,Colombia,cdmx,9,14.33,paypal,tablet,0
2887,Pedro,31,2021-06-02,2022-11-05,Colombia,bogota,10,117.06,tarjeta,pc,1
2888,Pedro,49,2016-11-24,2021-02-27,Colombia,Bogotá,5,32.35,efectivo,móvil,1
2889,Pedro,27,2021-09-12,2023-03-08,mexico,bogota,7,332.8,Tarjeta,pc,1
2890,,41,2018-06-08,2023-10-30,Perú,Buenos Aires,7,190.43,paypal,Pc,0
2891,Luis,35,2016-06-17,2020-10-14,Colombia,CDMX,7,423.47,tarjeta,Móvil,0
2892,Ana,38,2016-02-06,2019-07-10,México,Lima,6,13.04,paypal,tablet,1
2893,Pedro,35,2015-05-10,2018-04-21,Perú,Lima,3,472.32,Tarjeta,móvil,1
2894,desconocido,43,2021-05-28,2022-10-28,ARGENTINA,bogota,7,13.91,tarjeta,Móvil,1
2895,Juan,22,2015-10-03,2018-09-06,argentina,medellin,4,67.82,,móvil,0
2896,María,24,2020-02-02,2020-07-02,ARGENTINA,bogota,7,33.96,efectivo,tablet,0
2897,desconocido,52,2015-02-24,2015-09-13,Perú,Lima,3,31.42,tarjeta,móvil,1
2898,Ana,60,2022-08-18,2026-08-23,COLOMBIA,CDMX,3,37.67,paypal,tablet,1
2899,,34,2017-02-03,2018-06-29,colombia,Bogotá,5,130.87,paypal,Móvil,0
2900,Ana,55,2018-05-05,2020-12-31,,bogota,4,306.83,paypal,Pc,1
2901,María,25,2016-10-03,2021-10-20,Perú,cdmx,3,457.1,,tablet,0
2902,Juan,28,2020-01-22,2019-12-26,peru,medellin,8,167.35,paypal,Pc,0
2903,María,52,2016-12-24,2021-06-08,Colombia,Lima,3,34.34,paypal,pc,0
2904,Carlos,44,2018-04-28,2019-07-13,colombia,bogota,5,16.5,,Móvil,0
2905,Juan,54,2017-03-12,2017-05-07,,bogota,4,136.29,Efectivo,tablet,0
2906,Ana,40,2017-01-07,2020-04-10,mexico,cdmx,4,289.96,tarjeta,Móvil,1
2907,Pedro,22,2017-01-27,2017-07-01,mexico,Buenos Aires,0,193.6,tarjeta,,1
2908,Ana,37,2019-05-11,2021-12-17,peru,Bogotá,6,174.83,tarjeta,Pc,1
2909,Ana,49,2022-02-27,2024-06-12,México,CDMX,8,9.87,tarjeta,Pc,1
2910,Juan,33,2018-07-23,2023-06-18,ARGENTINA,Bogotá,4,106.05,Tarjeta,Móvil,1
2911,Carlos,31,2020-01-16,2024-02-05,argentina,cdmx,3,159.87,paypal,Móvil,1
2912,Ana,40,2015-12-06,2016-07-08,ARGENTINA,Lima,1,182.41,Efectivo,,1
2913,desconocido,28,2015-06-02,2020-01-02,,cdmx,4,0.96,,Pc,0
2914,Laura,38,2019-05-08,2024-06-20,Perú,,4,44.52,Tarjeta,,0
2915,Sofía,35,2018-11-22,2021-12-17,ARGENTINA,Medellín,7,598.29,tarjeta,,0
2916,Sofía,29,2019-01-07,2023-06-17,COLOMBIA,Buenos Aires,2,142.12,,Móvil,1
2917,Ana,46,2016-03-02,2017-06-14,ARGENTINA,Medellín,9,243.24,tarjeta,,1
2918,desconocido,42,2021-03-01,2023-05-17,Colombia,Lima,6,73.69,,Pc,0
2919,Pedro,-5,2018-02-09,2019-08-11,ARGENTINA,CDMX,2,176.07,Efectivo,pc,0
2920,,34,2021-06-30,2025-09-17,peru,Bogotá,4,88.16,tarjeta,Pc,1
2921,,31,2017-08-07,2018-04-02,mexico,medellin,4,999999.0,tarjeta,,1
2922,Juan,27,2018-10-05,2019-12-07,Colombia,,6,106.0,tarjeta,móvil,0
2923,Sofía,14,2020-07-23,2023-05-24,,Buenos Aires,3,123.17,tarjeta,Pc,0
2924,Ana,29,2017-08-14,2022-09-08,COLOMBIA,Medellín,4,80.44,Tarjeta,pc,1
2925,,27,2019-08-29,2020-07-12,México,bogota,1,59.68,Tarjeta,Pc,1
2926,Ana,36,2021-10-18,2026-02-13,ARGENTINA,,4,195.54,Tarjeta,Móvil,1
2927,Juan,40,2018-07-27,2018-07-11,Perú,Bogotá,7,95.84,tarjeta,,1
2928,Sofía,25,2016-01-06,2020-07-14,COLOMBIA,,8,45.09,efectivo,pc,0
2929,María,39,2021-04-15,2021-05-10,mexico,Lima,8,284.07,Tarjeta,tablet,1
2930,Laura,23,2021-02-06,2026-05-18,Colombia,bogota,6,257.28,paypal,Pc,0
2931,Laura,33,2016-12-03,2020-07-23,argentina,CDMX,3,435.75,paypal,Móvil,0
2932,,27,2019-08-02,2022-11-03,peru,bogota,4,161.94,efectivo,tablet,1
2933,Laura,43,2020-10-26,2022-04-22,COLOMBIA,CDMX,3,65.54,Efectivo,tablet,1
2934,María,36,2021-07-11,2022-10-27,México,Lima,8,398.59,paypal,tablet,0
2935,Ana,33,2015-02-19,2020-05-24,México,CDMX,6,65.78,,móvil,0
2936,Juan,27,2020-11-02,2025-02-16,colombia,bogota,5,213.19,Efectivo,,0
2937,María,31,2022-07-05,2025-10-24,México,CDMX,6,42.24,paypal,Móvil,0
2938,Juan,56,2020-08-13,2020-09-18,peru,cdmx,12,198.4,,móvil,1
2939,Juan,28,2017-09-19,2017-10-18,,CDMX,7,367.59,efectivo,Móvil,1
2940,Sofía,40,2021-06-22,2024-07-14,,bogota,10,155.28,Tarjeta,Móvil,0
2941,Ana,33,2018-02-08,2020-08-13,Colombia,cdmx,7,127.31,Efectivo,,0
2942,desconocido,40,2018-09-19,2019-08-16,COLOMBIA,cdmx,10,1006.36,,pc,1
2943,Laura,45,2020-02-18,2022-05-06,,bogota,1,4.54,,tablet,1
2944,desconocido,30,2017-02-01,2022-04-29,México,medellin,5,80.61,Efectivo,Pc,0
2945,Sofía,43,2022-04-13,2022-07-30,COLOMBIA,Lima,7,501.67,efectivo,pc,1
2946,Juan,68,2017-10-01,2022-11-28,México,Bogotá,7,205.8,Efectivo,Pc,1
2947,,41,2022-10-17,2022-09-04,México,Bogotá,2,156.22,paypal,,0
2948,Laura,54,2020-12-06,2026-02-25,argentina,cdmx,7,203.05,Tarjeta,tablet,0
2949,Laura,40,2015-12-16,2019-06-06,,Lima,4,77.7,tarjeta,Móvil,0
2950,Ana,23,2016-11-17,2019-06-12,ARGENTINA,CDMX,5,14.77,efectivo,,0
2951,Carlos,38,2016-06-25,2019-12-29,argentina,Buenos Aires,7,64.36,Efectivo,pc,0
2952,Luis,31,2015-12-27,2016-09-28,COLOMBIA,medellin,4,82.04,Efectivo,móvil,1
2953,Luis,27,2022-07-18,2024-12-26,colombia,Medellín,4,130.73,Efectivo,Móvil,0
2954,Luis,34,2022-06-25,2023-05-05,COLOMBIA,Lima,3,100.14,Efectivo,,0
2955,Carlos,33,2021-07-05,2022-04-24,colombia,medellin,5,147.21,efectivo,móvil,1
2956,Ana,22,2021-03-16,2022-12-04,ARGENTINA,Bogotá,7,43.65,paypal,Móvil,1
2957,Carlos,67,2021-03-05,2021-11-17,COLOMBIA,Buenos Aires,6,40.68,paypal,Móvil,1
2958,Luis,44,2019-08-21,2023-09-28,argentina,CDMX,6,86.68,Tarjeta,tablet,1
2959,Sofía,37,2022-12-02,2025-11-17,peru,Buenos Aires,8,128.38,Tarjeta,pc,0
2960,María,36,2015-03-26,2020-08-11,COLOMBIA,Buenos Aires,3,83.63,tarjeta,,0
2961,Juan,49,2016-11-15,2020-12-15,ARGENTINA,CDMX,7,171.87,paypal,,0
2962,Carlos,59,2015-09-02,2015-10-26,argentina,Buenos Aires,8,74.21,,,1
2963,Ana,43,2022-12-29,2027-01-27,COLOMBIA,Lima,6,39.0,efectivo,Pc,0
2964,Ana,36,2018-09-20,2022-09-13,Perú,Medellín,2,397.3,paypal,tablet,1
2965,desconocido,52,2016-08-18,2017-09-08,México,medellin,5,44.78,paypal,Pc,0
2966,María,36,2022-06-25,2025-12-28,Colombia,Lima,5,680.09,Tarjeta,Móvil,1
2967,,40,2018-03-02,2020-10-27,argentina,medellin,7,874.88,,móvil,0
2968,Laura,47,2019-12-29,2023-11-04,colombia,cdmx,4,238.68,Efectivo,Pc,1
2969,Luis,30,2019-12-03,2024-10-12,mexico,bogota,5,139.43,Efectivo,móvil,1
2970,,10,2015-12-16,2018-03-18,mexico,bogota,7,317.36,,Pc,0
2971,desconocido,29,2021-05-18,2024-01-13,,Medellín,2,413.03,paypal,móvil,1
2972,Luis,44,2021-05-29,2021-08-27,México,Lima,2,247.29,paypal,tablet,1
2973,María,43,2018-07-16,2018-08-24,mexico,Medellín,5,21.53,paypal,Pc,0
2974,desconocido,51,2020-02-28,2021-07-26,colombia,Medellín,3,0.6,paypal,tablet,0
2975,Luis,30,2019-04-10,2023-02-22,Perú,medellin,5,42.61,Tarjeta,tablet,1
2976,María,53,2017-09-10,2019-02-15,,cdmx,7,41.78,paypal,móvil,0
2977,Pedro,37,2020-08-29,2024-01-20,Colombia,Bogotá,6,40.31,paypal,Pc,1
2978,,42,2022-09-07,2026-02-03,,cdmx,1,142.58,tarjeta,Pc,1
2979,,150,2020-02-07,2020-01-24,COLOMBIA,Buenos Aires,6,146.83,tarjeta,pc,1
2980,Laura,18,2020-06-02,2025-05-24,México,Buenos Aires,4,256.76,paypal,móvil,0
2981,María,22,2019-10-03,2020-04-01,argentina,cdmx,7,45.0,Efectivo,Pc,1
2982,Carlos,22,2021-09-18,2024-06-11,,cdmx,6,19.45,efectivo,Móvil,0
2983,Pedro,47,2018-02-12,2019-01-30,argentina,Medellín,3,219.38,tarjeta,pc,0
2984,Sofía,31,2020-04-02,2020-02-08,Colombia,bogota,2,132.33,paypal,Pc,1
2985,Luis,59,2016-12-01,2021-01-20,ARGENTINA,Lima,4,219.51,tarjeta,móvil,1
2986,Pedro,35,2020-09-04,2026-02-03,peru,Buenos Aires,3,95.85,paypal,,0
2987,María,17,2016-07-19,2021-12-04,ARGENTINA,cdmx,4,277.9,Efectivo,Móvil,0
2988,Juan,26,2016-01-30,2020-05-31,mexico,CDMX,4,229.52,Efectivo,Pc,1
2989,Luis,36,2020-05-10,2023-07-12,COLOMBIA,medellin,1,210.16,tarjeta,tablet,0
2990,Ana,41,2016-06-06,2017-03-24,México,Bogotá,8,5.59,,tablet,1
2991,,23,2019-04-12,2019-12-21,México,,6,390.56,efectivo,Móvil,0
2992,María,41,2022-12-19,2023-07-11,mexico,medellin,6,94.52,efectivo,Móvil,1
2993,Ana,45,2018-01-11,2022-03-13,Perú,bogota,5,29.15,efectivo,Móvil,0
2994,Laura,27,2022-10-20,2026-11-01,argentina,medellin,3,281.78,,Móvil,0
2995,desconocido,58,2016-07-03,2020-07-05,México,CDMX,5,133.29,efectivo,móvil,1
2996,Sofía,28,2019-01-08,2023-02-28,ARGENTINA,bogota,3,6.51,Tarjeta,tablet,0
2997,Sofía,23,2020-11-04,2025-11-26,Perú,Lima,6,304.53,,Pc,0
2998,Ana,16,2017-04-12,2018-12-14,Perú,Medellín,6,114.2,paypal,Pc,1
2999,,49,2016-01-22,2019-09-01,argentina,Buenos Aires,7,281.24,Efectivo,tablet,0
3000,Laura,35,2017-08-20,2019-07-06,mexico,medellin,1,281.78,efectivo,Pc,0
3001,Juan,29,2022-06-08,2024-07-03,,CDMX,4,21.06,Tarjeta,,0
3002,,17,2018-11-22,2019-02-06,peru,Medellín,5,189.98,paypal,tablet,0
3003,Pedro,30,2015-10-13,2019-06-03,México,CDMX,7,89.3,Tarjeta,,0
3004,Sofía,63,2022-07-08,2027-11-27,colombia,,3,158.11,tarjeta,,0
3005,Pedro,9,2016-01-04,2017-09-05,ARGENTINA,bogota,4,18.54,tarjeta,pc,1
3006,Luis,27,2022-05-26,2027-03-28,Colombia,Lima,4,177.44,efectivo,tablet,0
3007,Carlos,56,2018-12-16,2019-02-05,peru,Buenos Aires,5,300.6,tarjeta,Pc,1
3008,María,49,2019-10-08,2023-07-05,argentina,Medellín,4,865.72,paypal,pc,0
3009,Laura,28,2022-05-25,2022-05-20,COLOMBIA,medellin,2,77.21,efectivo,Pc,1
3010,,37,2022-07-07,2025-03-31,México,bogota,3,33.71,Tarjeta,móvil,1
3011,Sofía,40,2019-01-06,2020-06-28,Perú,,6,91.11,Efectivo,,0
3012,Pedro,36,2019-11-12,2022-10-03,mexico,Medellín,2,3.9,Efectivo,Pc,1
3013,desconocido,56,2019-03-24,2019-04-04,México,,3,105.11,Efectivo,pc,0
3014,Luis,39,2017-07-03,2020-06-30,colombia,Lima,8,492.06,paypal,tablet,0
3015,María,48,2015-10-15,2019-12-15,mexico,cdmx,8,43.22,efectivo,Pc,1
3016,María,37,2015-04-05,2019-06-16,Perú,Medellín,5,129.91,tarjeta,tablet,1
3017,,10,2022-06-09,2025-05-05,,Lima,8,170.01,efectivo,Pc,1
3018,Laura,20,2020-09-19,2024-11-14,Perú,Medellín,4,39.67,Tarjeta,Móvil,1
3019,Juan,23,2015-11-27,2019-01-29,,cdmx,4,80.13,Efectivo,,1
3020,desconocido,32,2020-01-11,2024-04-30,,Buenos Aires,3,484.63,efectivo,Pc,0
3021,,59,2019-12-10,2024-01-12,mexico,CDMX,3,70.12,,,0
3022,Pedro,150,2018-03-24,2022-01-17,peru,Medellín,5,201.77,efectivo,Móvil,1
3023,Carlos,150,2021-12-26,2025-01-23,México,cdmx,5,29.46,,Pc,1
3024,Ana,49,2015-10-02,2016-04-10,colombia,Buenos Aires,4,221.65,tarjeta,Pc,1
3025,Juan,17,2019-05-08,2021-11-07,argentina,Medellín,6,65.46,Tarjeta,Móvil,0
3026,Laura,29,2021-02-04,2025-04-17,Perú,CDMX,8,52.6,Efectivo,,1
3027,Luis,27,2020-05-10,2023-06-23,México,,9,26.52,tarjeta,,0
3028,Juan,39,2019-11-11,2024-02-17,,Medellín,4,9.59,Efectivo,móvil,0
3029,Sofía,45,2020-12-24,2022-04-22,,bogota,8,687.53,tarjeta,tablet,1
3030,Laura,40,2017-02-05,2022-01-23,Perú,Buenos Aires,4,106.85,tarjeta,pc,0
3031,Carlos,40,2017-09-14,2022-12-23,,Lima,6,300.67,Efectivo,,0
3032,Sofía,30,2019-10-26,2023-08-18,COLOMBIA,,4,505.37,Tarjeta,,1
3033,Juan,38,2018-04-18,2018-02-03,argentina,medellin,6,45.64,paypal,Pc,1
3034,Ana,24,2021-04-09,2025-08-26,México,Medellín,4,407.81,paypal,pc,0
3035,Ana,43,2018-01-24,2019-01-13,Colombia,CDMX,9,246.22,efectivo,móvil,1
3036,Carlos,28,2015-07-16,2017-10-10,Colombia,Bogotá,7,172.54,efectivo,Pc,0
3037,María,21,2016-06-09,2016-03-14,mexico,CDMX,5,331.18,Tarjeta,Móvil,0
3038,desconocido,35,2016-09-23,2017-03-20,Perú,Medellín,5,23.46,paypal,Móvil,1
3039,Luis,12,2018-11-11,2023-12-18,,Bogotá,3,61.2,efectivo,Pc,0
3040,María,52,2016-02-12,2017-03-07,mexico,Medellín,4,28.09,paypal,Móvil,0
3041,Ana,44,2018-07-16,2020-12-16,ARGENTINA,CDMX,4,452.62,paypal,móvil,0
3042,Ana,39,2018-04-09,2020-08-16,Colombia,CDMX,7,20.81,paypal,tablet,0
3043,Pedro,15,2020-05-02,2024-12-09,peru,Buenos Aires,5,781.91,efectivo,tablet,0
3044,Sofía,26,2016-11-21,2021-10-13,mexico,Bogotá,3,23.28,efectivo,móvil,1
3045,Juan,35,2021-01-26,2025-11-30,peru,Lima,4,216.84,Tarjeta,Móvil,1
3046,Luis,31,2015-06-08,2019-07-13,,CDMX,4,216.05,tarjeta,tablet,0
3047,Carlos,14,2021-10-30,2025-01-04,ARGENTINA,Medellín,4,535.44,efectivo,Móvil,1
3048,Juan,19,2019-08-17,2020-01-13,,medellin,7,78.06,Efectivo,Móvil,1
3049,Pedro,31,2020-04-21,2024-06-05,ARGENTINA,Medellín,3,80.7,tarjeta,pc,1
3050,Ana,19,2017-10-14,2019-07-15,ARGENTINA,Buenos Aires,6,374.54,paypal,,1
3051,Carlos,51,2017-12-16,2018-07-09,ARGENTINA,medellin,5,768.64,Tarjeta,tablet,1
3052,Ana,40,2015-04-22,2019-12-23,COLOMBIA,Medellín,11,6.12,Efectivo,Móvil,1
3053,Luis,25,2015-02-17,2020-02-27,ARGENTINA,bogota,5,201.75,,pc,1
3054,Sofía,49,2020-03-25,2024-12-14,COLOMBIA,Medellín,6,55.85,Efectivo,móvil,0
3055,Juan,46,2016-01-11,2016-04-02,,Lima,2,260.36,tarjeta,,1
3056,Juan,38,2017-04-07,2017-01-26,COLOMBIA,cdmx,6,296.31,Tarjeta,tablet,1
3057,María,34,2020-09-11,2024-04-14,México,CDMX,5,287.54,,móvil,0
3058,Carlos,31,2021-12-26,2023-10-23,peru,Buenos Aires,4,114.37,tarjeta,móvil,1
3059,desconocido,28,2016-09-18,2018-02-14,ARGENTINA,Bogotá,3,34.35,,,0
3060,Pedro,18,2020-04-03,2022-09-24,colombia,Medellín,1,175.78,efectivo,,1
3061,desconocido,53,2017-10-23,2017-08-07,argentina,bogota,4,311.22,,Pc,0
3062,María,28,2020-03-06,2022-10-17,mexico,bogota,5,486.53,paypal,tablet,0
3063,Luis,35,2020-09-20,2025-11-03,,Bogotá,4,120.53,,móvil,0
3064,Pedro,24,2020-08-18,2025-11-04,Perú,CDMX,1,56.39,Tarjeta,,1
3065,Sofía,31,2017-03-29,2021-03-06,peru,CDMX,8,25.3,efectivo,móvil,1
3066,desconocido,69,2016-10-18,2018-05-12,peru,Medellín,3,319.5,paypal,móvil,0
3067,Sofía,26,2019-12-17,2021-03-31,Perú,,8,153.27,paypal,Móvil,0
3068,desconocido,52,2017-02-28,2018-12-23,mexico,cdmx,2,224.28,efectivo,tablet,0
3069,Sofía,34,2018-12-30,2022-02-14,peru,cdmx,5,34.69,Tarjeta,tablet,0
3070,desconocido,43,2018-02-28,2019-11-02,COLOMBIA,cdmx,4,1.32,Efectivo,tablet,0
3071,Sofía,49,2019-06-18,2021-04-14,México,bogota,3,685.81,tarjeta,tablet,1
3072,María,38,2019-03-24,2023-10-31,Colombia,Buenos Aires,6,333.08,Tarjeta,tablet,0
3073,Laura,30,2022-03-30,2025-07-05,COLOMBIA,cdmx,4,102.17,,móvil,0
3074,Pedro,32,2019-08-01,2023-11-22,ARGENTINA,Medellín,3,122.18,Efectivo,pc,0
3075,Carlos,33,2020-03-19,2025-07-28,peru,,3,529.2,Efectivo,Pc,1
3076,Luis,57,2018-12-07,2022-09-28,COLOMBIA,bogota,3,46.55,,tablet,1
3077,,17,2017-07-24,2021-01-03,Colombia,Lima,3,324.74,Efectivo,Móvil,1
3078,Ana,13,2015-01-21,2016-07-09,México,Medellín,3,3.62,tarjeta,pc,1
3079,Carlos,14,2017-09-25,2020-10-08,,cdmx,10,417.03,tarjeta,Móvil,0
3080,Ana,24,2018-12-02,2023-04-11,México,CDMX,10,-100.0,tarjeta,móvil,0
3081,Pedro,43,2016-04-01,2019-07-12,colombia,cdmx,6,129.86,Efectivo,,0
3082,Carlos,44,2019-01-07,2019-09-21,COLOMBIA,Buenos Aires,5,245.15,efectivo,Pc,1
3083,Sofía,27,2020-07-20,2024-11-06,Perú,Medellín,3,14.01,tarjeta,móvil,0
3084,Sofía,34,2015-09-22,2018-03-16,ARGENTINA,bogota,6,43.52,Efectivo,móvil,1
3085,,21,2021-02-09,2021-06-29,México,Buenos Aires,4,104.51,Tarjeta,,1
3086,Ana,22,2021-03-24,2025-12-14,mexico,Bogotá,6,192.4,Efectivo,tablet,1
3087,Luis,41,2020-08-08,2023-10-16,COLOMBIA,bogota,5,31.23,tarjeta,,0
